"Order","Active","Text Above Question","Question Title","Activity","Type","Dropdown/Checkbox options","Show in Final Questions Section","Answer Required?"
"1","True","","Diamond Number 1","Motivation Diamond","Dropdown","Acceptance,Competition,Curiosity,Creativity,Family,Honour,Idealism,Independence,Order,Physical activity,Power,Saving,Social Contact,Social Status,Tranquility","No","No"
"100","True","","My Crazy Perfect Job:","Motivation Diamond","Paragraph Text","","Yes","No"
"102","True","<hr /><p><br /></p>","Please help us by rating this activity below:","Motivation Diamond","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"103","True","","Final thoughts and reflections:","Motivation Diamond","Paragraph Text","","Yes","No"
"5","True","<hr /><h2>5) The 8 Year Old Me: </h2><p>If you’d done this activity in primary school, what would you have said you wanted to do in the future? Often, we fnd elements of our early passions still exist today – you might write something down here and suddenly remember a passion that you’ve forgotten, or forced yourself to ignore. Maybe it’s time to revisit it. Maybe there are just parts of it that are still relevant today.<span></span></p>","8 year old self?","Five Roads","Paragraph Text","","No","No"
"4","True","<hr /><h2>4) Parents, Peers: </h2><p>Here, you consider what others are expecting of you. You may be surrounded by people with strong opinions; teachers, tutors, parents and extended family all telling you that you have to pursue something, or that you’re a natural at something. You might, or might not, agree with them. Make a note of all the things you feel a pressure to pursue here.<span></span></p>","What do my parents / peers expect?","Five Roads","Paragraph Text","","No","No"
"3","True","<hr /><h2>3) If I Couldn’t Fail: </h2><p>At the end of this imaginary road is guaranteed success in something. It will be a hard road to travel, and there may be tough times but it will, 100%, end in success. In other words; if you knew you couldn’t fail at something, what would you choose to do?<span></span></p>","What would you do if you couldn't fail?","Five Roads","Paragraph Text","","No","No"
"2","True","<hr /><h2>2) The Heart</h2><p>This road is about whole heartedly pursuing your passions; the stuff that makes you excited and that you would willingly spend time on doing for free. This might be a riskier road, with greater levels of uncertainty, but you’ll be fred-up as well as slightly fearful as you travel it!<span></span></p>","Riskier road:","Five Roads","Paragraph Text","","No","No"
"1","True","<h2>1) The Head</h2><p>Here, you put the choices that occur to you when you think rationally. This is the careful and thoughtful road. There will be low risk on this road – it’s safe and certain. It might not be your most exciting road forward, though!<span></span></p>","Rational Choices and thoughts:","Five Roads","Paragraph Text","","No","No"
"102","True","<hr /><p>Please help us by rating this activity</p>","How do you rate this activity?","Five Roads","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"101","True","","Thoughts and reflections on this activity","Five Roads","Paragraph Text","","Yes","No"
"8","True","<p>Could you commit to trying  something new in future?</p>","What could you do next time you are faced with a topic or content that you don't understand?","Revision Questionnaire","Paragraph Text","","No","No"
"7","True","","Other:","Revision Questionnaire","Short Text","","No","No"
"6","True","<hr /><p>It is important to consider how you might take control in situations when you are faced with content or topics that you don't understand. Select your strategies from the list below:</p>","What do you currently do if you are faced with something you don't understand?","Revision Questionnaire","Checkboxes","Keep trying again using the same method,Read textbooks,Check the internet,Check your school/college VLE,Speak to teachers/tutors,Speak to other students,Ignore the problem,Other (Add below)","No","Yes"
"4","True","","Total Revision Score:","Revision Questionnaire","Short Text","","No","Yes"
"2","True","<hr /><p>Now try and create a more positive story for yourself, make some notes below oabout all the positive aspects of your life.  Think about your achievements, your goals and your personal characteristics.</p>","Change your story......","Inner Story Telling","Paragraph Text","","No","Yes"
"8","True","","My Positive Version","Stopping Negative Thoughts","Paragraph Text","","No","No"
"7","True","<hr /><p><br /></p>","Negative Statement 3","Stopping Negative Thoughts","Paragraph Text","I’ve never been good at exams.,Stuff like this always happens to me.,If my report is bad my mum and dad are going to hate me.,I’m only going to fail so what’s the point in trying?,The teacher doesn’t like me.,Nothing goes right for me. Why should geography be any different?,I’ve been rubbish at science since primary school. I should have never picked it for an A level.,I’m not going to get the grades to get into university so I’ll end up without a job and have a miserable life.,If I fail this mock it will mean the whole term has been a disaster.,This is typical of my life. Nothing is easy or straightforward. I’m sick of it.","No","No"
"6","True","","My Positive Version","Stopping Negative Thoughts","Paragraph Text","","No","No"
"4","True","","My Positive Version","Stopping Negative Thoughts","Paragraph Text","","No","Yes"
"5","True","<hr /><p><br /></p>","Negative Statment 2","Stopping Negative Thoughts","Paragraph Text","I’ve never been good at exams.,Stuff like this always happens to me.,If my report is bad my mum and dad are going to hate me.,I’m only going to fail so what’s the point in trying?,The teacher doesn’t like me.,Nothing goes right for me. Why should geography be any different?,I’ve been rubbish at science since primary school. I should have never picked it for an A level.,I’m not going to get the grades to get into university so I’ll end up without a job and have a miserable life.,If I fail this mock it will mean the whole term has been a disaster.,This is typical of my life. Nothing is easy or straightforward. I’m sick of it.","No","No"
"3","True","<hr /><h3>Reframing Negative Thoughts:</h3><p>Choose 3 different statments that you have heard, or used yourself, and then reframe them into something more positive.</p>","Negative Statment 1","Stopping Negative Thoughts","Paragraph Text","I’ve never been good at exams.,Stuff like this always happens to me.,If my report is bad my mum and dad are going to hate me.,I’m only going to fail so what’s the point in trying?,The teacher doesn’t like me.,Nothing goes right for me. Why should geography be any different?,I’ve been rubbish at science since primary school. I should have never picked it for an A level.,I’m not going to get the grades to get into university so I’ll end up without a job and have a miserable life.,If I fail this mock it will mean the whole term has been a disaster.,This is typical of my life. Nothing is easy or straightforward. I’m sick of it.","No","Yes"
"2","True","<hr /><p>Ellis argued that the first step was for the individual to recognise when they were slipping into negative thinking. Once they could do that, his suggestion was ‘reframing the thought positively’. He said this meant being hard on yourself. Only one person could be in charge of your thoughts – you. So you have to be firm, strong and not take any nonsense.</p><ul><li><strong>Not fair thinking becomes: - </strong><em>‘I did what I could. It’s a setback but I can handle it.’</em></li><li><strong>Catastrophe thinking becomes:</strong> - <em>‘I’m capable of performing well. I’m well prepared.’</em></li><li><strong>Stopper thinking becomes:</strong> <strong>- </strong><em>‘I’m learning. I’m getting better each time I hit a challenge like this.’</em></li><li><strong>Illogical thinking becomes:</strong> <strong>- </strong><em>‘There’s no direct connection between this and that. The past does not equal the future. Tomorrow’s another day.’</em></li><li><strong>Blaming thinking becomes</strong>: <strong></strong>- <em>‘It’s happened now. It doesn’t matter whose fault it was. The important thing is to move on and learn from it.’</em></li><li><strong>Overgeneralising becomes: </strong><strong> </strong>- <em>‘There are a few problems I’m dealing with at the moment. Everyone has tough times and I’m no exception. But I know I’m strong enough to cope.’</em><em></em></li></ul>","Now take one of the negative thoughts you recorded above, and try to reframe it, using the examples above:","Stopping Negative Thoughts","Paragraph Text","","No","Yes"
"1","True","","Record and categorise the kind of negative thoughts you sometimes experience ","Stopping Negative Thoughts","Paragraph Text","","No","No"
